Timestamp,ECG1,ECG2
2024-01-01 00:00:00.930,0.06,-0.12
2024-01-01 00:00:00.938,0.06,-0.1
2024-01-01 00:00:00.945,0.06,-0.12
2024-01-01 00:00:00.953,0.05,-0.12
2024-01-01 00:00:00.961,0.04,-0.1
2024-01-01 00:00:00.969,0.07,-0.1
2024-01-01 00:00:00.977,0.06,-0.13
2024-01-01 00:00:00.984,0.07,-0.14
2024-01-01 00:00:00.992,0.06,-0.12
2024-01-01 00:00:01.000,0.08,-0.13
2024-01-01 00:00:01.008,0.08,-0.16
2024-01-01 00:00:01.016,0.08,-0.14
2024-01-01 00:00:01.023,0.09,-0.14
2024-01-01 00:00:01.031,0.1,-0.18
2024-01-01 00:00:01.039,0.1,-0.19
2024-01-01 00:00:01.047,0.09,-0.18
2024-01-01 00:00:01.055,0.09,-0.19
2024-01-01 00:00:01.063,0.09,-0.21
2024-01-01 00:00:01.070,0.08,-0.19
2024-01-01 00:00:01.078,0.07,-0.2
2024-01-01 00:00:01.086,0.07,-0.21
2024-01-01 00:00:01.094,0.06,-0.24
2024-01-01 00:00:01.102,0.05,-0.21
2024-01-01 00:00:01.109,0.05,-0.22
2024-01-01 00:00:01.117,0.05,-0.23
2024-01-01 00:00:01.125,0.02,-0.21
2024-01-01 00:00:01.133,0.04,-0.2
2024-01-01 00:00:01.141,0.03,-0.22
2024-01-01 00:00:01.148,0.01,-0.23
2024-01-01 00:00:01.156,0.01,-0.2
2024-01-01 00:00:01.164,0.0,-0.21
2024-01-01 00:00:01.172,0.01,-0.23
2024-01-01 00:00:01.180,0.0,-0.23
2024-01-01 00:00:01.188,0.0,-0.22
2024-01-01 00:00:01.195,0.0,-0.24
2024-01-01 00:00:01.203,0.0,-0.25
2024-01-01 00:00:01.211,-0.02,-0.21
2024-01-01 00:00:01.219,-0.01,-0.2
2024-01-01 00:00:01.227,-0.01,-0.22
2024-01-01 00:00:01.234,-0.02,-0.21
2024-01-01 00:00:01.242,-0.02,-0.2
2024-01-01 00:00:01.250,-0.02,-0.21
2024-01-01 00:00:01.258,-0.02,-0.19
2024-01-01 00:00:01.266,0.02,-0.09
2024-01-01 00:00:01.273,0.02,-0.1
2024-01-01 00:00:01.281,0.06,-0.08
2024-01-01 00:00:01.289,0.06,-0.03
2024-01-01 00:00:01.297,0.14,0.22
2024-01-01 00:00:01.305,0.1,0.16
2024-01-01 00:00:01.313,0.02,0.17
2024-01-01 00:00:01.320,-0.02,0.14
2024-01-01 00:00:01.328,-0.13,0.04
2024-01-01 00:00:01.336,-0.13,0.02
2024-01-01 00:00:01.344,-0.13,-0.02
2024-01-01 00:00:01.352,-0.1,-0.15
2024-01-01 00:00:01.359,-0.1,-0.22
2024-01-01 00:00:01.367,-0.1,-0.25
2024-01-01 00:00:01.375,-0.11,-0.21
2024-01-01 00:00:01.383,-0.11,-0.19
2024-01-01 00:00:01.391,-0.09,-0.36
2024-01-01 00:00:01.398,0.16,-0.07
2024-01-01 00:00:01.406,0.43,1.44
2024-01-01 00:00:01.414,0.75,4.62
2024-01-01 00:00:01.422,-1.52,5.11
2024-01-01 00:00:01.430,-1.93,4.36
2024-01-01 00:00:01.438,-1.36,0.19
2024-01-01 00:00:01.445,-1.11,-0.42
2024-01-01 00:00:01.453,-0.44,-0.38
2024-01-01 00:00:01.461,-0.08,-0.24
2024-01-01 00:00:01.469,-0.06,-0.33
2024-01-01 00:00:01.477,-0.04,-0.36
2024-01-01 00:00:01.484,0.0,-0.37
2024-01-01 00:00:01.492,0.02,-0.35
2024-01-01 00:00:01.500,0.05,-0.37
2024-01-01 00:00:01.508,0.06,-0.38
2024-01-01 00:00:01.516,0.06,-0.36
2024-01-01 00:00:01.523,0.09,-0.36
2024-01-01 00:00:01.531,0.09,-0.36
2024-01-01 00:00:01.539,0.1,-0.33
2024-01-01 00:00:01.547,0.12,-0.32
2024-01-01 00:00:01.555,0.14,-0.32
2024-01-01 00:00:01.563,0.14,-0.34
2024-01-01 00:00:01.570,0.16,-0.29
2024-01-01 00:00:01.578,0.19,-0.3
2024-01-01 00:00:01.586,0.21,-0.32
2024-01-01 00:00:01.594,0.21,-0.32
2024-01-01 00:00:01.602,0.24,-0.3
2024-01-01 00:00:01.609,0.25,-0.32
2024-01-01 00:00:01.617,0.25,-0.35
2024-01-01 00:00:01.625,0.25,-0.33
2024-01-01 00:00:01.633,0.26,-0.36
2024-01-01 00:00:01.641,0.24,-0.4
2024-01-01 00:00:01.648,0.21,-0.43
2024-01-01 00:00:01.656,0.19,-0.45
2024-01-01 00:00:01.664,0.17,-0.48
2024-01-01 00:00:01.672,0.11,-0.49
2024-01-01 00:00:01.680,0.07,-0.42
2024-01-01 00:00:01.688,0.05,-0.35
2024-01-01 00:00:01.695,0.01,-0.31
2024-01-01 00:00:01.703,0.01,-0.23
2024-01-01 00:00:01.711,-0.01,-0.15
2024-01-01 00:00:01.719,0.01,-0.13
2024-01-01 00:00:01.727,0.0,-0.12
2024-01-01 00:00:01.734,0.01,-0.09
2024-01-01 00:00:01.742,0.02,-0.08
2024-01-01 00:00:01.750,0.01,-0.11
2024-01-01 00:00:01.758,0.01,-0.12
2024-01-01 00:00:01.766,0.02,-0.09
2024-01-01 00:00:01.773,0.02,-0.11
2024-01-01 00:00:01.781,0.01,-0.12
2024-01-01 00:00:01.789,0.01,-0.08
2024-01-01 00:00:01.797,0.02,-0.1
2024-01-01 00:00:01.805,0.02,-0.12
2024-01-01 00:00:01.813,0.02,-0.12
2024-01-01 00:00:01.820,0.02,-0.11
2024-01-01 00:00:01.828,0.02,-0.13
2024-01-01 00:00:01.836,0.02,-0.14
2024-01-01 00:00:01.844,0.02,-0.13
2024-01-01 00:00:01.852,0.03,-0.14
2024-01-01 00:00:01.859,0.03,-0.16
2024-01-01 00:00:01.867,0.02,-0.17
2024-01-01 00:00:01.875,0.02,-0.15
2024-01-01 00:00:01.883,0.02,-0.17
2024-01-01 00:00:01.891,0.03,-0.19
2024-01-01 00:00:01.898,0.01,-0.16
2024-01-01 00:00:01.906,0.01,-0.17
2024-01-01 00:00:01.914,0.0,-0.18
2024-01-01 00:00:01.922,-0.02,-0.18
2024-01-01 00:00:01.930,0.0,-0.16
2024-01-01 00:00:01.938,-0.01,-0.18
2024-01-01 00:00:01.945,-0.02,-0.2
2024-01-01 00:00:01.953,-0.02,-0.16
2024-01-01 00:00:01.961,-0.02,-0.17
2024-01-01 00:00:01.969,-0.02,-0.19
2024-01-01 00:00:01.977,-0.03,-0.18
2024-01-01 00:00:01.984,-0.04,-0.16
2024-01-01 00:00:01.992,-0.05,-0.18
2024-01-01 00:00:02.000,-0.05,-0.2
2024-01-01 00:00:02.008,-0.06,-0.16
2024-01-01 00:00:02.016,-0.06,-0.17
2024-01-01 00:00:02.023,-0.06,-0.18
2024-01-01 00:00:02.031,-0.06,-0.18
2024-01-01 00:00:02.039,-0.06,-0.15
2024-01-01 00:00:02.047,-0.06,-0.16
2024-01-01 00:00:02.055,-0.06,-0.17
2024-01-01 00:00:02.063,-0.06,-0.11
2024-01-01 00:00:02.070,-0.02,-0.08
2024-01-01 00:00:02.078,-0.02,-0.09
2024-01-01 00:00:02.086,-0.01,-0.04
2024-01-01 00:00:02.094,0.03,0.01
2024-01-01 00:00:02.102,0.08,0.18
2024-01-01 00:00:02.109,0.09,0.2
2024-01-01 00:00:02.117,0.0,0.21
2024-01-01 00:00:02.125,-0.05,0.22
2024-01-01 00:00:02.133,-0.13,0.06
2024-01-01 00:00:02.141,-0.18,0.07
2024-01-01 00:00:02.148,-0.16,0.06
2024-01-01 00:00:02.156,-0.15,-0.06
2024-01-01 00:00:02.164,-0.13,-0.18
2024-01-01 00:00:02.172,-0.13,-0.19
2024-01-01 00:00:02.180,-0.14,-0.18
2024-01-01 00:00:02.188,-0.13,-0.18
2024-01-01 00:00:02.195,-0.14,-0.24
2024-01-01 00:00:02.203,-0.04,-0.26
2024-01-01 00:00:02.211,0.34,0.94
2024-01-01 00:00:02.219,0.71,4.03
2024-01-01 00:00:02.227,-1.05,5.11
2024-01-01 00:00:02.234,-1.87,4.93
2024-01-01 00:00:02.242,-1.58,1.11
2024-01-01 00:00:02.250,-1.25,-0.55
2024-01-01 00:00:02.258,-0.54,-0.42
2024-01-01 00:00:02.266,-0.17,-0.23
2024-01-01 00:00:02.273,-0.07,-0.34
2024-01-01 00:00:02.281,-0.07,-0.35
2024-01-01 00:00:02.289,-0.03,-0.35
2024-01-01 00:00:02.297,-0.01,-0.36
2024-01-01 00:00:02.305,0.01,-0.37
2024-01-01 00:00:02.313,0.02,-0.33
2024-01-01 00:00:02.320,0.03,-0.32
2024-01-01 00:00:02.328,0.04,-0.34
2024-01-01 00:00:02.336,0.04,-0.32
2024-01-01 00:00:02.344,0.04,-0.3
2024-01-01 00:00:02.352,0.06,-0.31
2024-01-01 00:00:02.359,0.08,-0.32
2024-01-01 00:00:02.367,0.08,-0.28
2024-01-01 00:00:02.375,0.09,-0.28
2024-01-01 00:00:02.383,0.1,-0.3
2024-01-01 00:00:02.391,0.11,-0.3
2024-01-01 00:00:02.398,0.12,-0.27
2024-01-01 00:00:02.406,0.14,-0.27
2024-01-01 00:00:02.414,0.15,-0.32
2024-01-01 00:00:02.422,0.17,-0.28
2024-01-01 00:00:02.430,0.15,-0.32
2024-01-01 00:00:02.438,0.16,-0.35
2024-01-01 00:00:02.445,0.14,-0.36
2024-01-01 00:00:02.453,0.12,-0.37
2024-01-01 00:00:02.461,0.12,-0.43
2024-01-01 00:00:02.469,0.08,-0.47
2024-01-01 00:00:02.477,0.04,-0.43
2024-01-01 00:00:02.484,0.03,-0.43
2024-01-01 00:00:02.492,0.01,-0.38
2024-01-01 00:00:02.500,-0.02,-0.31
2024-01-01 00:00:02.508,-0.03,-0.2
2024-01-01 00:00:02.516,-0.01,-0.15
2024-01-01 00:00:02.523,-0.03,-0.11
2024-01-01 00:00:02.531,-0.01,-0.05
2024-01-01 00:00:02.539,0.0,-0.05
2024-01-01 00:00:02.547,0.01,-0.07
2024-01-01 00:00:02.555,0.01,-0.07
2024-01-01 00:00:02.563,0.02,-0.04
2024-01-01 00:00:02.570,0.02,-0.06
2024-01-01 00:00:02.578,0.01,-0.08
2024-01-01 00:00:02.586,0.0,-0.06
2024-01-01 00:00:02.594,0.0,-0.07
2024-01-01 00:00:02.602,0.01,-0.09
2024-01-01 00:00:02.609,0.01,-0.11
2024-01-01 00:00:02.617,0.02,-0.08
2024-01-01 00:00:02.625,0.01,-0.11
2024-01-01 00:00:02.633,0.01,-0.11
2024-01-01 00:00:02.641,0.03,-0.12
2024-01-01 00:00:02.648,0.03,-0.11
2024-01-01 00:00:02.656,0.01,-0.12
2024-01-01 00:00:02.664,0.02,-0.15
2024-01-01 00:00:02.672,0.01,-0.14
2024-01-01 00:00:02.680,0.03,-0.14
2024-01-01 00:00:02.688,0.01,-0.18
2024-01-01 00:00:02.695,-0.01,-0.19
2024-01-01 00:00:02.703,0.01,-0.16
2024-01-01 00:00:02.711,0.01,-0.15
2024-01-01 00:00:02.719,0.0,-0.18
2024-01-01 00:00:02.727,-0.01,-0.15
2024-01-01 00:00:02.734,-0.01,-0.16
2024-01-01 00:00:02.742,-0.01,-0.17
2024-01-01 00:00:02.750,-0.02,-0.17
2024-01-01 00:00:02.758,-0.01,-0.14
2024-01-01 00:00:02.766,-0.01,-0.17
2024-01-01 00:00:02.773,-0.02,-0.18
2024-01-01 00:00:02.781,-0.05,-0.16
2024-01-01 00:00:02.789,-0.02,-0.17
2024-01-01 00:00:02.797,-0.03,-0.19
2024-01-01 00:00:02.805,-0.02,-0.21
2024-01-01 00:00:02.813,-0.05,-0.17
2024-01-01 00:00:02.820,-0.03,-0.16
2024-01-01 00:00:02.828,-0.04,-0.19
2024-01-01 00:00:02.836,-0.04,-0.17
2024-01-01 00:00:02.844,-0.01,-0.14
2024-01-01 00:00:02.852,0.03,-0.1
2024-01-01 00:00:02.859,-0.02,-0.11
2024-01-01 00:00:02.867,0.07,-0.05
2024-01-01 00:00:02.875,0.06,0.01
2024-01-01 00:00:02.883,0.13,0.17
2024-01-01 00:00:02.891,0.1,0.17
2024-01-01 00:00:02.898,0.03,0.16
2024-01-01 00:00:02.906,-0.02,0.14
2024-01-01 00:00:02.914,-0.12,0.01
2024-01-01 00:00:02.922,-0.14,0.01
2024-01-01 00:00:02.930,-0.15,-0.03
2024-01-01 00:00:02.938,-0.11,-0.14
2024-01-01 00:00:02.945,-0.13,-0.23
2024-01-01 00:00:02.953,-0.13,-0.23
2024-01-01 00:00:02.961,-0.14,-0.23
2024-01-01 00:00:02.969,-0.12,-0.23
2024-01-01 00:00:02.977,-0.14,-0.29
2024-01-01 00:00:02.984,0.08,-0.05
2024-01-01 00:00:02.992,0.34,1.32
2024-01-01 00:00:03.000,0.67,4.42
2024-01-01 00:00:03.008,-0.81,5.11
2024-01-01 00:00:03.016,-1.64,4.9
2024-01-01 00:00:03.023,-1.35,0.66
2024-01-01 00:00:03.031,-1.11,-0.49
2024-01-01 00:00:03.039,-0.61,-0.47
2024-01-01 00:00:03.047,-0.21,-0.25
2024-01-01 00:00:03.055,-0.11,-0.35
2024-01-01 00:00:03.063,-0.09,-0.35
2024-01-01 00:00:03.070,-0.06,-0.37
2024-01-01 00:00:03.078,-0.03,-0.4
2024-01-01 00:00:03.086,-0.03,-0.34
2024-01-01 00:00:03.094,0.0,-0.36
2024-01-01 00:00:03.102,0.0,-0.35
2024-01-01 00:00:03.109,0.01,-0.36
2024-01-01 00:00:03.117,0.02,-0.33
2024-01-01 00:00:03.125,0.04,-0.33
2024-01-01 00:00:03.133,0.05,-0.33
2024-01-01 00:00:03.141,0.04,-0.31
2024-01-01 00:00:03.148,0.06,-0.29
2024-01-01 00:00:03.156,0.08,-0.31
2024-01-01 00:00:03.164,0.08,-0.31
2024-01-01 00:00:03.172,0.1,-0.27
2024-01-01 00:00:03.180,0.12,-0.28
2024-01-01 00:00:03.188,0.14,-0.29
2024-01-01 00:00:03.195,0.15,-0.26
2024-01-01 00:00:03.203,0.17,-0.25
2024-01-01 00:00:03.211,0.17,-0.27
2024-01-01 00:00:03.219,0.17,-0.29
2024-01-01 00:00:03.227,0.16,-0.26
2024-01-01 00:00:03.234,0.15,-0.3
2024-01-01 00:00:03.242,0.14,-0.34
2024-01-01 00:00:03.250,0.1,-0.34
2024-01-01 00:00:03.258,0.1,-0.33
2024-01-01 00:00:03.266,0.06,-0.34
2024-01-01 00:00:03.273,0.02,-0.31
2024-01-01 00:00:03.281,0.0,-0.23
2024-01-01 00:00:03.289,0.01,-0.18
2024-01-01 00:00:03.297,-0.02,-0.15
2024-01-01 00:00:03.305,-0.02,-0.11
2024-01-01 00:00:03.313,-0.01,-0.08
2024-01-01 00:00:03.320,-0.02,-0.09
2024-01-01 00:00:03.328,0.01,-0.1
2024-01-01 00:00:03.336,0.0,-0.08
2024-01-01 00:00:03.344,0.0,-0.1
2024-01-01 00:00:03.352,0.01,-0.13
2024-01-01 00:00:03.359,0.01,-0.12
2024-01-01 00:00:03.367,0.01,-0.11
2024-01-01 00:00:03.375,0.02,-0.13
2024-01-01 00:00:03.383,0.02,-0.16
2024-01-01 00:00:03.391,0.03,-0.13
2024-01-01 00:00:03.398,0.02,-0.14
2024-01-01 00:00:03.406,0.03,-0.17
2024-01-01 00:00:03.414,0.03,-0.18
2024-01-01 00:00:03.422,0.02,-0.15
2024-01-01 00:00:03.430,0.03,-0.16
2024-01-01 00:00:03.438,0.02,-0.17
2024-01-01 00:00:03.445,0.01,-0.14
2024-01-01 00:00:03.453,0.01,-0.15
2024-01-01 00:00:03.461,0.01,-0.16
2024-01-01 00:00:03.469,-0.01,-0.17
2024-01-01 00:00:03.477,0.0,-0.14
2024-01-01 00:00:03.484,0.0,-0.16
2024-01-01 00:00:03.492,0.01,-0.18
2024-01-01 00:00:03.500,-0.02,-0.15
2024-01-01 00:00:03.508,0.0,-0.14
2024-01-01 00:00:03.516,-0.01,-0.16
2024-01-01 00:00:03.523,-0.02,-0.17
2024-01-01 00:00:03.531,-0.01,-0.14
2024-01-01 00:00:03.539,-0.01,-0.14
2024-01-01 00:00:03.547,-0.02,-0.17
2024-01-01 00:00:03.555,-0.02,-0.14
2024-01-01 00:00:03.563,-0.02,-0.15
2024-01-01 00:00:03.570,-0.02,-0.17
2024-01-01 00:00:03.578,-0.02,-0.19
2024-01-01 00:00:03.586,-0.03,-0.16
2024-01-01 00:00:03.594,-0.02,-0.17
2024-01-01 00:00:03.602,-0.02,-0.18
2024-01-01 00:00:03.609,-0.04,-0.15
2024-01-01 00:00:03.617,-0.02,-0.15
2024-01-01 00:00:03.625,0.02,-0.1
2024-01-01 00:00:03.633,0.04,-0.11
2024-01-01 00:00:03.641,0.04,-0.04
2024-01-01 00:00:03.648,0.08,-0.01
2024-01-01 00:00:03.656,0.12,0.12
2024-01-01 00:00:03.664,0.15,0.22
2024-01-01 00:00:03.672,0.06,0.2
2024-01-01 00:00:03.680,0.01,0.21
2024-01-01 00:00:03.688,-0.05,0.07
2024-01-01 00:00:03.695,-0.14,0.09
2024-01-01 00:00:03.703,-0.11,0.07
2024-01-01 00:00:03.711,-0.12,-0.06
2024-01-01 00:00:03.719,-0.11,-0.15
2024-01-01 00:00:03.727,-0.1,-0.17
2024-01-01 00:00:03.734,-0.1,-0.19
2024-01-01 00:00:03.742,-0.08,-0.19
2024-01-01 00:00:03.750,-0.1,-0.18
2024-01-01 00:00:03.758,-0.03,-0.32
2024-01-01 00:00:03.766,0.35,0.68
2024-01-01 00:00:03.773,0.61,3.45
2024-01-01 00:00:03.781,-0.46,5.11
2024-01-01 00:00:03.789,-1.88,5.11
2024-01-01 00:00:03.797,-1.9,2.27
2024-01-01 00:00:03.805,-1.25,-0.62
2024-01-01 00:00:03.813,-0.63,-0.38
2024-01-01 00:00:03.820,-0.26,-0.19
2024-01-01 00:00:03.828,-0.03,-0.25
2024-01-01 00:00:03.836,-0.04,-0.27
2024-01-01 00:00:03.844,0.0,-0.29
2024-01-01 00:00:03.852,0.02,-0.31
2024-01-01 00:00:03.859,0.04,-0.29
2024-01-01 00:00:03.867,0.05,-0.27
2024-01-01 00:00:03.875,0.07,-0.3
2024-01-01 00:00:03.883,0.07,-0.3
2024-01-01 00:00:03.891,0.09,-0.25
2024-01-01 00:00:03.898,0.1,-0.27
2024-01-01 00:00:03.906,0.12,-0.28
2024-01-01 00:00:03.914,0.11,-0.24
2024-01-01 00:00:03.922,0.15,-0.24
2024-01-01 00:00:03.930,0.15,-0.25
2024-01-01 00:00:03.938,0.18,-0.24
2024-01-01 00:00:03.945,0.19,-0.22
2024-01-01 00:00:03.953,0.21,-0.23
2024-01-01 00:00:03.961,0.22,-0.24
2024-01-01 00:00:03.969,0.24,-0.23
2024-01-01 00:00:03.977,0.25,-0.23
2024-01-01 00:00:03.984,0.26,-0.27
2024-01-01 00:00:03.992,0.26,-0.28
2024-01-01 00:00:04.000,0.24,-0.29
2024-01-01 00:00:04.008,0.23,-0.33
2024-01-01 00:00:04.016,0.19,-0.37
2024-01-01 00:00:04.023,0.17,-0.38
2024-01-01 00:00:04.031,0.13,-0.39
2024-01-01 00:00:04.039,0.09,-0.39
2024-01-01 00:00:04.047,0.04,-0.34
2024-01-01 00:00:04.055,0.0,-0.24
2024-01-01 00:00:04.063,0.0,-0.16
2024-01-01 00:00:04.070,-0.01,-0.11
2024-01-01 00:00:04.078,-0.02,-0.03
2024-01-01 00:00:04.086,-0.02,-0.01
2024-01-01 00:00:04.094,0.0,-0.01
2024-01-01 00:00:04.102,0.0,-0.01
2024-01-01 00:00:04.109,0.01,0.01
2024-01-01 00:00:04.117,0.0,-0.01
2024-01-01 00:00:04.125,0.0,-0.02
2024-01-01 00:00:04.133,-0.01,0.02
2024-01-01 00:00:04.141,0.01,0.02
2024-01-01 00:00:04.148,0.0,-0.01
2024-01-01 00:00:04.156,0.0,-0.02
2024-01-01 00:00:04.164,0.02,0.0
2024-01-01 00:00:04.172,0.01,-0.03
2024-01-01 00:00:04.180,0.02,-0.06
2024-01-01 00:00:04.188,0.03,-0.04
2024-01-01 00:00:04.195,0.03,-0.04
2024-01-01 00:00:04.203,0.05,-0.07
2024-01-01 00:00:04.211,0.05,-0.09
2024-01-01 00:00:04.219,0.05,-0.08
2024-01-01 00:00:04.227,0.05,-0.1
2024-01-01 00:00:04.234,0.05,-0.13
2024-01-01 00:00:04.242,0.04,-0.1
2024-01-01 00:00:04.250,0.03,-0.12
2024-01-01 00:00:04.258,0.04,-0.13
2024-01-01 00:00:04.266,0.02,-0.15
2024-01-01 00:00:04.273,0.03,-0.12
2024-01-01 00:00:04.281,0.01,-0.14
2024-01-01 00:00:04.289,0.02,-0.15
2024-01-01 00:00:04.297,0.0,-0.14
2024-01-01 00:00:04.305,0.01,-0.14
2024-01-01 00:00:04.313,0.01,-0.15
2024-01-01 00:00:04.320,0.01,-0.15
2024-01-01 00:00:04.328,-0.01,-0.13
2024-01-01 00:00:04.336,-0.01,-0.14
2024-01-01 00:00:04.344,0.0,-0.15
2024-01-01 00:00:04.352,-0.02,-0.13
2024-01-01 00:00:04.359,-0.01,-0.13
2024-01-01 00:00:04.367,-0.01,-0.15
2024-01-01 00:00:04.375,-0.01,-0.17
2024-01-01 00:00:04.383,-0.02,-0.14
2024-01-01 00:00:04.391,-0.01,-0.14
2024-01-01 00:00:04.398,-0.02,-0.15
2024-01-01 00:00:04.406,-0.02,-0.12
2024-01-01 00:00:04.414,-0.02,-0.13
2024-01-01 00:00:04.422,-0.02,-0.12
2024-01-01 00:00:04.430,0.02,-0.1
2024-01-01 00:00:04.438,0.05,-0.05
2024-01-01 00:00:04.445,0.02,-0.01
2024-01-01 00:00:04.453,0.09,0.02
2024-01-01 00:00:04.461,0.1,0.15
2024-01-01 00:00:04.469,0.16,0.26
2024-01-01 00:00:04.477,0.07,0.21
2024-01-01 00:00:04.484,0.01,0.2
2024-01-01 00:00:04.492,-0.05,0.11
